measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,1,Number,1990,6984419.87713213,9479108.926379517,4933698.053346897
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,3,Rate,1990,1301.03940801145,1765.7435381901498,919.03632764836
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,1,Number,1991,7084602.81191993,9598845.851326237,5004886.182055016
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,3,Rate,1991,1303.65841368732,1766.31160390739,920.96369464857
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,1,Number,1992,7193588.734943282,9733441.113534829,5081582.2831033375
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,3,Rate,1992,1305.07803837848,1765.8641191731401,921.9127868231701
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,1,Number,1993,7309777.83472642,9880757.79331112,5162596.470864354
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,3,Rate,1993,1304.9979314283,1763.9891078437602,921.6665496003
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,1,Number,1994,7425050.313915148,10029545.360542618,5242138.052654197
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,3,Rate,1994,1302.84828872466,1759.85016359832,919.82010928054
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,1,Number,1995,7534337.072747528,10172013.933072504,5316566.174897359
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,3,Rate,1995,1298.66699525117,1753.31401323927,916.3976807438099
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,1,Number,1996,7642692.376392797,10323910.02594397,5396811.8920762045
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,3,Rate,1996,1292.8570479462498,1746.41856325824,912.9382614774299
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,1,Number,1997,7744630.756412597,10466890.617710983,5471520.522636203
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,3,Rate,1997,1285.98288181599,1738.00954281411,908.5367593269699
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,1,Number,1998,7829485.215884185,10589057.77332612,5534666.072558825
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,3,Rate,1998,1279.23736262849,1730.11608875497,904.29337746568
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,1,Number,1999,7892572.031922786,10684240.220431304,5582207.908718561
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,3,Rate,1999,1273.7988185407899,1724.35202551782,900.92428807931
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,1,Number,2000,7931701.473477101,10746228.731567038,5611908.947659375
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,3,Rate,2000,1270.53621062501,1721.3800565705599,898.94123632543
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,1,Number,2001,7937796.17868469,10738155.234800734,5617167.39516264
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,3,Rate,2001,1269.52551151839,1717.3988485407601,898.3774778416999
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,1,Number,2002,7915947.229814968,10690028.54992575,5602578.3448663335
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,3,Rate,2002,1269.82375856345,1714.82348711092,898.7284635664099
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,1,Number,2003,7876291.875474097,10621985.109182252,5575249.327258846
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,3,Rate,2003,1270.86017773305,1713.8849216301498,899.5809783293099
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,1,Number,2004,7826184.312906059,10545461.918435795,5540515.67904071
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,3,Rate,2004,1272.0597868597,1714.04831575214,900.5496052719801
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,1,Number,2005,7768350.076493251,10463567.037650537,5500193.992892252
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,3,Rate,2005,1272.31639312382,1713.7445843020598,900.8331130304799
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,1,Number,2006,7718065.980021527,10405772.213468416,5463299.083839992
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,3,Rate,2006,1270.98513078177,1713.58754794988,899.6777066364099
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,1,Number,2007,7677020.834157028,10363022.268637158,5432431.880926281
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,3,Rate,2007,1268.50103362356,1712.3184557142902,897.61974142163
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,1,Number,2008,7642898.846856153,10329775.36914358,5405990.886649147
6,Incidence,1,Global,3,Both,7,10-14 years,630,Low back pain,3,Rate,2008,1265.6984618727101,1710.65731186456,895.25643178495
