measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,1,Number,1990,21969929.844613686,27804076.215884373,17464430.796233978
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,1,Number,1990,36307315.022535495,45824494.95708862,28893529.236360725
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,1,Number,1990,58277244.86714917,73690838.49706262,46491945.24227717
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,1,Number,1991,22044926.46143172,27913769.2765067,17551066.447048277
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,1,Number,1991,36446627.47717201,45938609.54926547,29054282.76389295
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,1,Number,1991,58491553.938603714,73862452.43735777,46704155.49737911
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,1,Number,1992,22112966.819741733,27967905.74273359,17632752.303370085
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,1,Number,1992,36570822.43299092,46026144.66090264,29202772.07103958
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,1,Number,1992,58683789.25273269,73994050.40363623,46889761.55436836
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,1,Number,1993,22202363.42947299,28036669.253686275,17724317.632419836
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,1,Number,1993,36733340.67395603,46157418.64532299,29377781.91075212
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,1,Number,1993,58935704.10342909,74194087.89900927,47110449.321972325
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,1,Number,1994,22310948.3457424,28128843.94702776,17824870.173236463
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,1,Number,1994,36935534.70448308,46336699.59318966,29542134.99880816
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,1,Number,1994,59246483.0502255,74465543.54021743,47364171.630400166
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,1,Number,1995,22447729.060081422,28256478.653269947,17954528.311691303
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,1,Number,1995,37181846.359334216,46572440.35938533,29733344.562069453
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,1,Number,1995,59629575.41941565,74828919.01265526,47704772.37204752
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,1,Number,1996,22584881.35379249,28391964.209695503,18097770.4457774
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,1,Number,1996,37405955.65931375,46781358.771153904,29950801.987633158
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,1,Number,1996,59990837.01310629,75173322.9808494,48026058.42296352
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,1,Number,1997,22693011.5765755,28495682.264112223,18197988.865316235
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,1,Number,1997,37563772.588838525,46903249.54497561,30114064.24449087
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,1,Number,1997,60256784.16541399,75398931.80908783,48285869.7905318
