measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,3,Rate,1990,2787.36260728038,3527.55074423372,2215.7422305466803
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,3,Rate,1990,4762.12764009201,6010.41674089535,3789.7232034612503
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,3,Rate,1990,3758.3293476933304,4752.35988954171,2998.28934318578
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,3,Rate,1991,2776.93627785079,3516.2176064004,2210.8575965107902
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,3,Rate,1991,4750.55841362865,5987.77069953463,3787.01890929161
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,3,Rate,1991,3746.90043519458,4731.5421893658995,2991.81349741898
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,3,Rate,1992,2766.4097429265003,3498.8831470083,2205.9191859820403
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,3,Rate,1992,4737.42856289633,5962.28243857752,3782.9624088598803
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,3,Rate,1992,3734.74465403568,4709.11793008593,2984.15096441698
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,3,Rate,1993,2756.35448835387,3480.6654427296503,2200.41900558556
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,3,Rate,1993,4724.04208463248,5936.01301155555,3778.0903003451704
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,3,Rate,1993,3722.8501106189997,4686.69158270107,2975.87250610977
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,3,Rate,1994,2746.77657076674,3463.0374432825897,2194.4802618911503
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,3,Rate,1994,4710.52515192396,5909.49043075236,3767.6175820064204
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,3,Rate,1994,3711.33496766007,4664.691664353069,2966.99985106522
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,3,Rate,1995,2738.36086779605,3446.96050093667,2190.2428346706597
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,3,Rate,1995,4698.337827145229,5884.94331691611,3757.13718284579
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,3,Rate,1995,3701.094471145,4644.48885459144,2960.94459891001
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,3,Rate,1996,2726.6733955833,3427.76268098173,2184.94436259629
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,3,Rate,1996,4678.97768848788,5851.71345229017,3746.4390838938702
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,3,Rate,1996,3685.5259862579396,4618.259206131,2950.47202453109
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,3,Rate,1997,2709.27270235195,3402.0418062424596,2172.62104256795
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,3,Rate,1997,4648.66540909505,5804.462616693299,3726.7345405617402
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,3,Rate,1997,3661.55669748741,4581.682669806731,2934.13351499442
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,3,Rate,1998,2690.95504215745,3376.2406148521195,2162.28035491483
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,3,Rate,1998,4616.4688507786805,5755.74375556581,3703.84309621892
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,3,Rate,1998,3636.0024208986097,4544.10718416437,2916.75659809447
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,3,Rate,1999,2675.96593271085,3352.32855457424,2153.5633607792
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,3,Rate,1999,4590.60422819295,5716.8334876718,3685.1306100315
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,3,Rate,1999,3615.10955617665,4513.9066518258105,2901.41483681788
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,3,Rate,2000,2668.9010675864497,3339.14102681652,2149.49591421171
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,3,Rate,2000,4579.20989039003,5698.20899824905,3677.5393287912198
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,3,Rate,2000,3605.32507734977,4499.18617432252,2893.5842426989598
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,3,Rate,2001,2669.62985221924,3340.2574005390497,2148.51556831918
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,3,Rate,2001,4580.9727208131,5699.14881127743,3676.30713546717
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,3,Rate,2001,3606.0429335832105,4497.54834869276,2894.44877828388
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,3,Rate,2002,2672.56769283311,3344.1286186802,2148.54217225509
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,3,Rate,2002,4586.25393568652,5704.86036617285,3677.50751630269
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,3,Rate,2002,3609.74460402344,4499.9161744684,2897.46583333954
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,3,Rate,2003,2676.1054177168403,3347.2203351915005,2148.6505469465696
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,3,Rate,2003,4592.63061276769,5712.76103460819,3679.39311278163
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,3,Rate,2003,3614.4019689644,4504.143900406861,2901.6621247108
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,3,Rate,2004,2678.90431504754,3350.01227597629,2152.60361774541
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,3,Rate,2004,4597.910801293479,5720.151605113811,3680.48860879035
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,3,Rate,2004,3618.2330351295295,4508.0904483614095,2904.8395957203697
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,3,Rate,2005,2679.46574905995,3350.7792271283497,2151.17333411475
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,3,Rate,2005,4599.93499269658,5724.55505688984,3679.49673466556
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,3,Rate,2005,3619.43966777026,4510.41393535044,2905.58676294913
5,Prevalence,1,Global,1,Male,159,10-24 years,630,Low back pain,3,Rate,2006,2676.63443192185,3350.5934464607403,2146.88487636454
5,Prevalence,1,Global,2,Female,159,10-24 years,630,Low back pain,3,Rate,2006,4595.05504257513,5725.2150298713,3675.9686003085303
5,Prevalence,1,Global,3,Both,159,10-24 years,630,Low back pain,3,Rate,2006,3615.6438980601897,4510.55150880557,2900.38175726505
